field1,field2,correlation,dataset
survey_year,is_preferred,0.07370200935046152,access-to-health-care_national_zaf
survey_year,survey_year_label,1,access-to-health-care_national_zaf
survey_year,denominator_weighted,-0.37414401748370507,access-to-health-care_national_zaf
survey_year,denominator_unweighted,-0.38341128651527506,access-to-health-care_national_zaf
indicator_order,data_id,0.2514603415544147,access-to-health-care_national_zaf
indicator_order,value,-0.09083097543100367,access-to-health-care_national_zaf
indicator_order,precision,-0.0827083467873361,access-to-health-care_national_zaf
indicator_order,survey_year,0.09039805938209822,access-to-health-care_national_zaf
indicator_order,by_variable_id,0.1529257135825509,access-to-health-care_national_zaf
indicator_order,is_preferred,0.11621134222497138,access-to-health-care_national_zaf
indicator_order,survey_year_label,0.09039805938209822,access-to-health-care_national_zaf
indicator_order,denominator_weighted,-0.6624578405469509,access-to-health-care_national_zaf
indicator_order,denominator_unweighted,-0.6612206737852403,access-to-health-care_national_zaf
by_variable_id,data_id,0.2070171082168888,access-to-health-care_national_zaf
by_variable_id,value,0.017186035259374805,access-to-health-care_national_zaf
by_variable_id,precision,0.03120263416227321,access-to-health-care_national_zaf
by_variable_id,survey_year,-0.20786800302354427,access-to-health-care_national_zaf
by_variable_id,indicator_order,0.1529257135825509,access-to-health-care_national_zaf
by_variable_id,is_preferred,-0.2606052238107824,access-to-health-care_national_zaf
by_variable_id,survey_year_label,-0.20786800302354427,access-to-health-care_national_zaf
by_variable_id,denominator_weighted,0.10164645634191839,access-to-health-care_national_zaf
by_variable_id,denominator_unweighted,0.10407197792591323,access-to-health-care_national_zaf
is_preferred,data_id,-0.14090860285448395,access-to-health-care_national_zaf
is_preferred,value,-0.07468616784918175,access-to-health-care_national_zaf
is_preferred,precision,-0.022466808559250994,access-to-health-care_national_zaf
is_preferred,survey_year,0.07370200935046152,access-to-health-care_national_zaf
is_preferred,indicator_order,0.11621134222497138,access-to-health-care_national_zaf
is_preferred,by_variable_id,-0.2606052238107824,access-to-health-care_national_zaf
is_preferred,survey_year_label,0.07370200935046152,access-to-health-care_national_zaf
is_preferred,denominator_weighted,-0.4110460970615259,access-to-health-care_national_zaf
is_preferred,denominator_unweighted,-0.41250696425074856,access-to-health-care_national_zaf
survey_year_label,data_id,0.16251890690777304,access-to-health-care_national_zaf
survey_year_label,value,-0.09120757593841125,access-to-health-care_national_zaf
survey_year_label,precision,-0.027896683267333456,access-to-health-care_national_zaf
survey_year_label,survey_year,1,access-to-health-care_national_zaf
survey_year_label,indicator_order,0.09039805938209822,access-to-health-care_national_zaf
survey_year_label,by_variable_id,-0.20786800302354427,access-to-health-care_national_zaf
survey_year_label,is_preferred,0.07370200935046152,access-to-health-care_national_zaf
survey_year_label,denominator_weighted,-0.37414401748370507,access-to-health-care_national_zaf
survey_year_label,denominator_unweighted,-0.38341128651527506,access-to-health-care_national_zaf
denominator_weighted,data_id,-0.08168055381128735,access-to-health-care_national_zaf
denominator_weighted,value,0.2280677142982774,access-to-health-care_national_zaf
denominator_weighted,precision,-0.005291343427463351,access-to-health-care_national_zaf
denominator_weighted,survey_year,-0.37414401748370507,access-to-health-care_national_zaf
denominator_weighted,indicator_order,-0.6624578405469509,access-to-health-care_national_zaf
denominator_weighted,by_variable_id,0.10164645634191839,access-to-health-care_national_zaf
denominator_weighted,is_preferred,-0.4110460970615259,access-to-health-care_national_zaf
denominator_weighted,survey_year_label,-0.37414401748370507,access-to-health-care_national_zaf
denominator_weighted,denominator_unweighted,0.9998830545348474,access-to-health-care_national_zaf
denominator_unweighted,data_id,-0.07880258311980927,access-to-health-care_national_zaf
denominator_unweighted,value,0.22604214359457572,access-to-health-care_national_zaf
denominator_unweighted,precision,-0.0038794567305923643,access-to-health-care_national_zaf
denominator_unweighted,survey_year,-0.38341128651527506,access-to-health-care_national_zaf
denominator_unweighted,indicator_order,-0.6612206737852403,access-to-health-care_national_zaf
denominator_unweighted,by_variable_id,0.10407197792591323,access-to-health-care_national_zaf
denominator_unweighted,is_preferred,-0.41250696425074856,access-to-health-care_national_zaf
denominator_unweighted,survey_year_label,-0.38341128651527506,access-to-health-care_national_zaf
denominator_unweighted,denominator_weighted,0.9998830545348474,access-to-health-care_national_zaf
data_id,value,0.014041361483153762,anthropometry_national_zaf
data_id,precision,-0.011439593638325881,anthropometry_national_zaf
data_id,indicator_order,0.6665061019998949,anthropometry_national_zaf
data_id,characteristic_id,0.2430540560046533,anthropometry_national_zaf
data_id,characteristic_order,0.2430540560046533,anthropometry_national_zaf
data_id,denominator_weighted,0.5707231154467354,anthropometry_national_zaf
data_id,denominator_unweighted,0.720084567529676,anthropometry_national_zaf
value,data_id,0.014041361483153762,anthropometry_national_zaf
value,precision,-0.9903841593649575,anthropometry_national_zaf
value,indicator_order,0.3427888980341754,anthropometry_national_zaf
value,characteristic_id,0.12257746310143854,anthropometry_national_zaf
value,characteristic_order,0.12257746310143854,anthropometry_national_zaf
value,denominator_weighted,0.34527321153248064,anthropometry_national_zaf
value,denominator_unweighted,0.3347508222220509,anthropometry_national_zaf
precision,data_id,-0.011439593638325881,anthropometry_national_zaf
precision,value,-0.9903841593649575,anthropometry_national_zaf
precision,indicator_order,-0.34163028886697666,anthropometry_national_zaf
precision,characteristic_id,-0.16354278419876447,anthropometry_national_zaf
precision,characteristic_order,-0.16354278419876447,anthropometry_national_zaf
precision,denominator_weighted,-0.32103366563997665,anthropometry_national_zaf
precision,denominator_unweighted,-0.3103234406394576,anthropometry_national_zaf
indicator_order,data_id,0.6665061019998949,anthropometry_national_zaf
indicator_order,value,0.3427888980341754,anthropometry_national_zaf
indicator_order,precision,-0.34163028886697666,anthropometry_national_zaf
indicator_order,characteristic_id,0.47880164312630463,anthropometry_national_zaf
indicator_order,characteristic_order,0.47880164312630463,anthropometry_national_zaf
indicator_order,denominator_weighted,0.8992026364909405,anthropometry_national_zaf
indicator_order,denominator_unweighted,0.9079239636193237,anthropometry_national_zaf
characteristic_id,data_id,0.2430540560046533,anthropometry_national_zaf
characteristic_id,value,0.12257746310143854,anthropometry_national_zaf
characteristic_id,precision,-0.16354278419876447,anthropometry_national_zaf
characteristic_id,indicator_order,0.47880164312630463,anthropometry_national_zaf
characteristic_id,characteristic_order,1,anthropometry_national_zaf
characteristic_id,denominator_weighted,0.15059593129935192,anthropometry_national_zaf
characteristic_id,denominator_unweighted,0.14572138129291712,anthropometry_national_zaf
characteristic_order,data_id,0.2430540560046533,anthropometry_national_zaf
characteristic_order,value,0.12257746310143854,anthropometry_national_zaf
characteristic_order,precision,-0.16354278419876447,anthropometry_national_zaf
characteristic_order,indicator_order,0.47880164312630463,anthropometry_national_zaf
characteristic_order,characteristic_id,1,anthropometry_national_zaf
characteristic_order,denominator_weighted,0.15059593129935192,anthropometry_national_zaf
characteristic_order,denominator_unweighted,0.14572138129291712,anthropometry_national_zaf
denominator_weighted,data_id,0.5707231154467354,anthropometry_national_zaf
denominator_weighted,value,0.34527321153248064,anthropometry_national_zaf
denominator_weighted,precision,-0.32103366563997665,anthropometry_national_zaf
denominator_weighted,indicator_order,0.8992026364909405,anthropometry_national_zaf
denominator_weighted,characteristic_id,0.15059593129935192,anthropometry_national_zaf
denominator_weighted,characteristic_order,0.15059593129935192,anthropometry_national_zaf
denominator_weighted,denominator_unweighted,0.9991834851389727,anthropometry_national_zaf
denominator_unweighted,data_id,0.720084567529676,anthropometry_national_zaf
denominator_unweighted,value,0.3347508222220509,anthropometry_national_zaf
denominator_unweighted,precision,-0.3103234406394576,anthropometry_national_zaf
denominator_unweighted,indicator_order,0.9079239636193237,anthropometry_national_zaf
denominator_unweighted,characteristic_id,0.14572138129291712,anthropometry_national_zaf
denominator_unweighted,characteristic_order,0.14572138129291712,anthropometry_national_zaf
denominator_unweighted,denominator_weighted,0.9991834851389727,anthropometry_national_zaf
data_id,value,0.14387335744411192,child-mortality-rates_national_zaf
data_id,survey_year,0.11829707023906505,child-mortality-rates_national_zaf
data_id,indicator_order,0.033554080158098014,child-mortality-rates_national_zaf
data_id,characteristic_id,-0.04669503637693718,child-mortality-rates_national_zaf
data_id,characteristic_order,-0.049851812281495565,child-mortality-rates_national_zaf
data_id,by_variable_id,0.041658862903049744,child-mortality-rates_national_zaf
data_id,is_preferred,0.16964981126241907,child-mortality-rates_national_zaf
data_id,survey_year_label,0.11829707023906505,child-mortality-rates_national_zaf
data_id,denominator_weighted,-0.36154287902773885,child-mortality-rates_national_zaf
data_id,denominator_unweighted,0.106606698237515,child-mortality-rates_national_zaf
data_id,ci_low,-0.1352276154901531,child-mortality-rates_national_zaf
data_id,ci_high,-0.11141017910334845,child-mortality-rates_national_zaf
value,data_id,0.14387335744411192,child-mortality-rates_national_zaf
value,survey_year,-0.06361879105838361,child-mortality-rates_national_zaf
value,indicator_order,0.43315663254013004,child-mortality-rates_national_zaf
value,characteristic_id,0.23167698736687609,child-mortality-rates_national_zaf
value,characteristic_order,-0.1240479599788978,child-mortality-rates_national_zaf
value,by_variable_id,-0.3310294763749445,child-mortality-rates_national_zaf
value,is_preferred,0.19074875080842554,child-mortality-rates_national_zaf
value,survey_year_label,-0.06361879105838361,child-mortality-rates_national_zaf
value,denominator_weighted,0.18147784526015637,child-mortality-rates_national_zaf
value,denominator_unweighted,0.17426379885947907,child-mortality-rates_national_zaf
value,ci_low,0.9947535267715468,child-mortality-rates_national_zaf
value,ci_high,0.9968934301913138,child-mortality-rates_national_zaf
survey_year,data_id,0.11829707023906505,child-mortality-rates_national_zaf
survey_year,value,-0.06361879105838361,child-mortality-rates_national_zaf
survey_year,indicator_order,0,child-mortality-rates_national_zaf
survey_year,characteristic_id,0,child-mortality-rates_national_zaf
survey_year,characteristic_order,0,child-mortality-rates_national_zaf
survey_year,by_variable_id,0,child-mortality-rates_national_zaf
survey_year,is_preferred,0,child-mortality-rates_national_zaf
survey_year,survey_year_label,1,child-mortality-rates_national_zaf
survey_year,denominator_weighted,-1,child-mortality-rates_national_zaf
survey_year,denominator_unweighted,-1,child-mortality-rates_national_zaf
survey_year,ci_low,-0.26662439839972285,child-mortality-rates_national_zaf
survey_year,ci_high,-0.17718406521043611,child-mortality-rates_national_zaf
indicator_order,data_id,0.033554080158098014,child-mortality-rates_national_zaf
indicator_order,value,0.43315663254013004,child-mortality-rates_national_zaf
indicator_order,survey_year,0,child-mortality-rates_national_zaf
indicator_order,characteristic_id,-0.2955401838804581,child-mortality-rates_national_zaf
indicator_order,characteristic_order,-0.8037844400496498,child-mortality-rates_national_zaf
indicator_order,by_variable_id,0.10050376477026192,child-mortality-rates_national_zaf
indicator_order,is_preferred,-0.05802587594064736,child-mortality-rates_national_zaf
indicator_order,survey_year_label,0,child-mortality-rates_national_zaf
indicator_order,denominator_weighted,0,child-mortality-rates_national_zaf
indicator_order,denominator_unweighted,0,child-mortality-rates_national_zaf
indicator_order,ci_low,0.05375118610472216,child-mortality-rates_national_zaf
indicator_order,ci_high,0.004425594989857172,child-mortality-rates_national_zaf
characteristic_id,data_id,-0.04669503637693718,child-mortality-rates_national_zaf
characteristic_id,value,0.23167698736687609,child-mortality-rates_national_zaf
characteristic_id,survey_year,0,child-mortality-rates_national_zaf
characteristic_id,indicator_order,-0.2955401838804581,child-mortality-rates_national_zaf
characteristic_id,characteristic_order,0.8058962253528064,child-mortality-rates_national_zaf
characteristic_id,by_variable_id,-0.9801960538200352,child-mortality-rates_national_zaf
characteristic_id,is_preferred,0.5659164584181102,child-mortality-rates_national_zaf
characteristic_id,survey_year_label,0,child-mortality-rates_national_zaf
characteristic_id,denominator_weighted,NA,child-mortality-rates_national_zaf
characteristic_id,denominator_unweighted,NA,child-mortality-rates_national_zaf
characteristic_id,ci_low,-0.05338957030463085,child-mortality-rates_national_zaf
characteristic_id,ci_high,-0.00408548002266844,child-mortality-rates_national_zaf
characteristic_order,data_id,-0.049851812281495565,child-mortality-rates_national_zaf
characteristic_order,value,-0.1240479599788978,child-mortality-rates_national_zaf
characteristic_order,survey_year,0,child-mortality-rates_national_zaf
characteristic_order,indicator_order,-0.8037844400496498,child-mortality-rates_national_zaf
characteristic_order,characteristic_id,0.8058962253528064,child-mortality-rates_national_zaf
characteristic_order,by_variable_id,-0.6726915800456228,child-mortality-rates_national_zaf
characteristic_order,is_preferred,0.38837866680189276,child-mortality-rates_national_zaf
characteristic_order,survey_year_label,0,child-mortality-rates_national_zaf
characteristic_order,denominator_weighted,NA,child-mortality-rates_national_zaf
characteristic_order,denominator_unweighted,NA,child-mortality-rates_national_zaf
characteristic_order,ci_low,-0.05338957030463085,child-mortality-rates_national_zaf
characteristic_order,ci_high,-0.00408548002266844,child-mortality-rates_national_zaf
by_variable_id,data_id,0.041658862903049744,child-mortality-rates_national_zaf
by_variable_id,value,-0.3310294763749445,child-mortality-rates_national_zaf
by_variable_id,survey_year,0,child-mortality-rates_national_zaf
by_variable_id,indicator_order,0.10050376477026192,child-mortality-rates_national_zaf
by_variable_id,characteristic_id,-0.9801960538200352,child-mortality-rates_national_zaf
by_variable_id,characteristic_order,-0.6726915800456228,child-mortality-rates_national_zaf
by_variable_id,is_preferred,-0.5774327330732907,child-mortality-rates_national_zaf
by_variable_id,survey_year_label,0,child-mortality-rates_national_zaf
by_variable_id,denominator_weighted,NA,child-mortality-rates_national_zaf
by_variable_id,denominator_unweighted,NA,child-mortality-rates_national_zaf
by_variable_id,ci_low,0.053401008884133384,child-mortality-rates_national_zaf
by_variable_id,ci_high,0.004086355326361252,child-mortality-rates_national_zaf
is_preferred,data_id,0.16964981126241907,child-mortality-rates_national_zaf
is_preferred,value,0.19074875080842554,child-mortality-rates_national_zaf
is_preferred,survey_year,0,child-mortality-rates_national_zaf
is_preferred,indicator_order,-0.05802587594064736,child-mortality-rates_national_zaf
is_preferred,characteristic_id,0.5659164584181102,child-mortality-rates_national_zaf
is_preferred,characteristic_order,0.38837866680189276,child-mortality-rates_national_zaf
is_preferred,by_variable_id,-0.5774327330732907,child-mortality-rates_national_zaf
is_preferred,survey_year_label,0,child-mortality-rates_national_zaf
is_preferred,denominator_weighted,NA,child-mortality-rates_national_zaf
is_preferred,denominator_unweighted,NA,child-mortality-rates_national_zaf
is_preferred,ci_low,-0.1067791406092617,child-mortality-rates_national_zaf
is_preferred,ci_high,-0.00817096004533688,child-mortality-rates_national_zaf
survey_year_label,data_id,0.11829707023906505,child-mortality-rates_national_zaf
survey_year_label,value,-0.06361879105838361,child-mortality-rates_national_zaf
survey_year_label,survey_year,1,child-mortality-rates_national_zaf
survey_year_label,indicator_order,0,child-mortality-rates_national_zaf
survey_year_label,characteristic_id,0,child-mortality-rates_national_zaf
survey_year_label,characteristic_order,0,child-mortality-rates_national_zaf
survey_year_label,by_variable_id,0,child-mortality-rates_national_zaf
survey_year_label,is_preferred,0,child-mortality-rates_national_zaf
survey_year_label,denominator_weighted,-1,child-mortality-rates_national_zaf
survey_year_label,denominator_unweighted,-1,child-mortality-rates_national_zaf
survey_year_label,ci_low,-0.26662439839972285,child-mortality-rates_national_zaf
survey_year_label,ci_high,-0.17718406521043611,child-mortality-rates_national_zaf
denominator_weighted,data_id,-0.36154287902773885,child-mortality-rates_national_zaf
denominator_weighted,value,0.18147784526015637,child-mortality-rates_national_zaf
denominator_weighted,survey_year,-1,child-mortality-rates_national_zaf
denominator_weighted,indicator_order,0,child-mortality-rates_national_zaf
denominator_weighted,characteristic_id,NA,child-mortality-rates_national_zaf
denominator_weighted,characteristic_order,NA,child-mortality-rates_national_zaf
denominator_weighted,by_variable_id,NA,child-mortality-rates_national_zaf
denominator_weighted,is_preferred,NA,child-mortality-rates_national_zaf
denominator_weighted,survey_year_label,-1,child-mortality-rates_national_zaf
denominator_weighted,denominator_unweighted,1,child-mortality-rates_national_zaf
denominator_weighted,ci_low,NA,child-mortality-rates_national_zaf
denominator_weighted,ci_high,NA,child-mortality-rates_national_zaf
denominator_unweighted,data_id,0.106606698237515,child-mortality-rates_national_zaf
denominator_unweighted,value,0.17426379885947907,child-mortality-rates_national_zaf
denominator_unweighted,survey_year,-1,child-mortality-rates_national_zaf
denominator_unweighted,indicator_order,0,child-mortality-rates_national_zaf
denominator_unweighted,characteristic_id,NA,child-mortality-rates_national_zaf
denominator_unweighted,characteristic_order,NA,child-mortality-rates_national_zaf
denominator_unweighted,by_variable_id,NA,child-mortality-rates_national_zaf
denominator_unweighted,is_preferred,NA,child-mortality-rates_national_zaf
denominator_unweighted,survey_year_label,-1,child-mortality-rates_national_zaf
denominator_unweighted,denominator_weighted,1,child-mortality-rates_national_zaf
denominator_unweighted,ci_low,NA,child-mortality-rates_national_zaf
denominator_unweighted,ci_high,NA,child-mortality-rates_national_zaf
ci_low,data_id,-0.1352276154901531,child-mortality-rates_national_zaf
ci_low,value,0.9947535267715468,child-mortality-rates_national_zaf
ci_low,survey_year,-0.26662439839972285,child-mortality-rates_national_zaf
ci_low,indicator_order,0.05375118610472216,child-mortality-rates_national_zaf
ci_low,characteristic_id,-0.05338957030463085,child-mortality-rates_national_zaf
ci_low,characteristic_order,-0.05338957030463085,child-mortality-rates_national_zaf
ci_low,by_variable_id,0.053401008884133384,child-mortality-rates_national_zaf
ci_low,is_preferred,-0.1067791406092617,child-mortality-rates_national_zaf
ci_low,survey_year_label,-0.26662439839972285,child-mortality-rates_national_zaf
ci_low,denominator_weighted,NA,child-mortality-rates_national_zaf
ci_low,denominator_unweighted,NA,child-mortality-rates_national_zaf
ci_low,ci_high,0.9846028113634746,child-mortality-rates_national_zaf
ci_high,data_id,-0.11141017910334845,child-mortality-rates_national_zaf
ci_high,value,0.9968934301913138,child-mortality-rates_national_zaf
ci_high,survey_year,-0.17718406521043611,child-mortality-rates_national_zaf
ci_high,indicator_order,0.004425594989857172,child-mortality-rates_national_zaf
ci_high,characteristic_id,-0.00408548002266844,child-mortality-rates_national_zaf
ci_high,characteristic_order,-0.00408548002266844,child-mortality-rates_national_zaf
ci_high,by_variable_id,0.004086355326361252,child-mortality-rates_national_zaf
ci_high,is_preferred,-0.00817096004533688,child-mortality-rates_national_zaf
ci_high,survey_year_label,-0.17718406521043611,child-mortality-rates_national_zaf
ci_high,denominator_weighted,NA,child-mortality-rates_national_zaf
ci_high,denominator_unweighted,NA,child-mortality-rates_national_zaf
ci_high,ci_low,0.9846028113634746,child-mortality-rates_national_zaf
data_id,value,-0.08188739324143064,covid-19-prevention_national_zaf
data_id,precision,0.040164799043090414,covid-19-prevention_national_zaf
data_id,survey_year,-0.8597219437112626,covid-19-prevention_national_zaf
data_id,indicator_order,0.020213457132803325,covid-19-prevention_national_zaf
data_id,survey_year_label,-0.8597219437112626,covid-19-prevention_national_zaf
data_id,denominator_weighted,0.41355003353124076,covid-19-prevention_national_zaf
data_id,denominator_unweighted,0.39949376204626597,covid-19-prevention_national_zaf
value,data_id,-0.08188739324143064,covid-19-prevention_national_zaf
value,precision,0.02063872730084226,covid-19-prevention_national_zaf
value,survey_year,0.1226604749861172,covid-19-prevention_national_zaf
value,indicator_order,-0.3568861840473242,covid-19-prevention_national_zaf
value,survey_year_label,0.1226604749861172,covid-19-prevention_national_zaf
value,denominator_weighted,0.15312424345746745,covid-19-prevention_national_zaf
value,denominator_unweighted,0.15734794376242586,covid-19-prevention_national_zaf
precision,data_id,0.040164799043090414,covid-19-prevention_national_zaf
precision,value,0.02063872730084226,covid-19-prevention_national_zaf
precision,survey_year,-0.14564381625088382,covid-19-prevention_national_zaf
precision,indicator_order,0.0792104465657185,covid-19-prevention_national_zaf
precision,survey_year_label,-0.14564381625088382,covid-19-prevention_national_zaf
precision,denominator_weighted,0.08036637330241345,covid-19-prevention_national_zaf
precision,denominator_unweighted,0.08334870277428191,covid-19-prevention_national_zaf
survey_year,data_id,-0.8597219437112626,covid-19-prevention_national_zaf
survey_year,value,0.1226604749861172,covid-19-prevention_national_zaf
survey_year,precision,-0.14564381625088382,covid-19-prevention_national_zaf
survey_year,indicator_order,-0.07990944969870901,covid-19-prevention_national_zaf
survey_year,survey_year_label,1,covid-19-prevention_national_zaf
survey_year,denominator_weighted,-0.4696782596924892,covid-19-prevention_national_zaf
survey_year,denominator_unweighted,-0.4558532278872226,covid-19-prevention_national_zaf
indicator_order,data_id,0.020213457132803325,covid-19-prevention_national_zaf
indicator_order,value,-0.3568861840473242,covid-19-prevention_national_zaf
indicator_order,precision,0.0792104465657185,covid-19-prevention_national_zaf
indicator_order,survey_year,-0.07990944969870901,covid-19-prevention_national_zaf
indicator_order,survey_year_label,-0.07990944969870901,covid-19-prevention_national_zaf
indicator_order,denominator_weighted,-0.826044928340447,covid-19-prevention_national_zaf
indicator_order,denominator_unweighted,-0.8352507532538608,covid-19-prevention_national_zaf
survey_year_label,data_id,-0.8597219437112626,covid-19-prevention_national_zaf
survey_year_label,value,0.1226604749861172,covid-19-prevention_national_zaf
survey_year_label,precision,-0.14564381625088382,covid-19-prevention_national_zaf
survey_year_label,survey_year,1,covid-19-prevention_national_zaf
survey_year_label,indicator_order,-0.07990944969870901,covid-19-prevention_national_zaf
survey_year_label,denominator_weighted,-0.4696782596924892,covid-19-prevention_national_zaf
survey_year_label,denominator_unweighted,-0.4558532278872226,covid-19-prevention_national_zaf
denominator_weighted,data_id,0.41355003353124076,covid-19-prevention_national_zaf
denominator_weighted,value,0.15312424345746745,covid-19-prevention_national_zaf
denominator_weighted,precision,0.08036637330241345,covid-19-prevention_national_zaf
denominator_weighted,survey_year,-0.4696782596924892,covid-19-prevention_national_zaf
denominator_weighted,indicator_order,-0.826044928340447,covid-19-prevention_national_zaf
denominator_weighted,survey_year_label,-0.4696782596924892,covid-19-prevention_national_zaf
denominator_weighted,denominator_unweighted,0.9998331065042249,covid-19-prevention_national_zaf
denominator_unweighted,data_id,0.39949376204626597,covid-19-prevention_national_zaf
denominator_unweighted,value,0.15734794376242586,covid-19-prevention_national_zaf
denominator_unweighted,precision,0.08334870277428191,covid-19-prevention_national_zaf
denominator_unweighted,survey_year,-0.4558532278872226,covid-19-prevention_national_zaf
denominator_unweighted,indicator_order,-0.8352507532538608,covid-19-prevention_national_zaf
denominator_unweighted,survey_year_label,-0.4558532278872226,covid-19-prevention_national_zaf
denominator_unweighted,denominator_weighted,0.9998331065042249,covid-19-prevention_national_zaf
data_id,value,0.0314210800844803,dhs-quickstats_national_zaf
data_id,precision,0.1402478418195749,dhs-quickstats_national_zaf
data_id,survey_year,-0.37555561136541893,dhs-quickstats_national_zaf
data_id,indicator_order,0.012752757095893146,dhs-quickstats_national_zaf
data_id,characteristic_id,-0.06949087567499351,dhs-quickstats_national_zaf
data_id,characteristic_order,-0.06949087567499351,dhs-quickstats_national_zaf
data_id,by_variable_id,0.055893617085646136,dhs-quickstats_national_zaf
data_id,is_preferred,0.19515614481979737,dhs-quickstats_national_zaf
data_id,survey_year_label,-0.37555561136541893,dhs-quickstats_national_zaf
data_id,denominator_weighted,0.23328951674066903,dhs-quickstats_national_zaf
data_id,denominator_unweighted,0.19149974531432382,dhs-quickstats_national_zaf
data_id,ci_low,0.3130298017025221,dhs-quickstats_national_zaf
data_id,ci_high,0.319161220967155,dhs-quickstats_national_zaf
value,data_id,0.0314210800844803,dhs-quickstats_national_zaf
value,precision,-0.38880171580090933,dhs-quickstats_national_zaf
value,survey_year,0.10313460580133839,dhs-quickstats_national_zaf
value,indicator_order,0.025764258855686593,dhs-quickstats_national_zaf
value,characteristic_id,-0.1042238020134994,dhs-quickstats_national_zaf
value,characteristic_order,-0.1042238020134994,dhs-quickstats_national_zaf
value,by_variable_id,-0.08182466542978832,dhs-quickstats_national_zaf
value,is_preferred,0.019432797762081885,dhs-quickstats_national_zaf
value,survey_year_label,0.10313460580133839,dhs-quickstats_national_zaf
value,denominator_weighted,0.18741055794468112,dhs-quickstats_national_zaf
value,denominator_unweighted,0.23233761048404636,dhs-quickstats_national_zaf
value,ci_low,0.9975613453712093,dhs-quickstats_national_zaf
value,ci_high,0.99976004694555,dhs-quickstats_national_zaf
precision,data_id,0.1402478418195749,dhs-quickstats_national_zaf
precision,value,-0.38880171580090933,dhs-quickstats_national_zaf
precision,survey_year,0.05352038546811025,dhs-quickstats_national_zaf
precision,indicator_order,0.22412755111524818,dhs-quickstats_national_zaf
precision,characteristic_id,0.23696894833090956,dhs-quickstats_national_zaf
precision,characteristic_order,0.23696894833090956,dhs-quickstats_national_zaf
precision,by_variable_id,0.04083202489896807,dhs-quickstats_national_zaf
precision,is_preferred,0.19290465631929046,dhs-quickstats_national_zaf
precision,survey_year_label,0.05352038546811025,dhs-quickstats_national_zaf
precision,denominator_weighted,NA,dhs-quickstats_national_zaf
precision,denominator_unweighted,NA,dhs-quickstats_national_zaf
precision,ci_low,-0.3334275796788601,dhs-quickstats_national_zaf
precision,ci_high,-0.2871762122924725,dhs-quickstats_national_zaf
survey_year,data_id,-0.37555561136541893,dhs-quickstats_national_zaf
survey_year,value,0.10313460580133839,dhs-quickstats_national_zaf
survey_year,precision,0.05352038546811025,dhs-quickstats_national_zaf
survey_year,indicator_order,0.16958301446380375,dhs-quickstats_national_zaf
survey_year,characteristic_id,0.2729446526789181,dhs-quickstats_national_zaf
survey_year,characteristic_order,0.2729446526789181,dhs-quickstats_national_zaf
survey_year,by_variable_id,0.1048032557681235,dhs-quickstats_national_zaf
survey_year,is_preferred,0.05352038546811025,dhs-quickstats_national_zaf
survey_year,survey_year_label,1,dhs-quickstats_national_zaf
survey_year,denominator_weighted,-0.172176989086201,dhs-quickstats_national_zaf
survey_year,denominator_unweighted,-0.11626561862237351,dhs-quickstats_national_zaf
survey_year,ci_low,0.16704062596282704,dhs-quickstats_national_zaf
survey_year,ci_high,0.2079802414589559,dhs-quickstats_national_zaf
indicator_order,data_id,0.012752757095893146,dhs-quickstats_national_zaf
